RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:APP,MEASURED ROUNDS,year,measure
170,NA,Mackenzie Hughes,106,-0.404,-38.779,96,2017,sg_app_green
171,NA,Morgan Hoffmann,92,-0.419,-34.348,82,2017,sg_app_green
172,NA,Andrew Loupe,55,-0.424,-19.944,47,2017,sg_app_green
173,NA,Fabián Gómez,61,-0.429,-21.889,51,2017,sg_app_green
174,NA,Bryce Molder,74,-0.431,-27.608,64,2017,sg_app_green
175,NA,Matt Jones,64,-0.468,-23.889,51,2017,sg_app_green
176,NA,K.J. Choi,72,-0.511,-27.592,54,2017,sg_app_green
177,NA,Ernie Els,52,-0.512,-16.898,33,2017,sg_app_green
T178,NA,Greg Chalmers,75,-0.529,-35.968,68,2017,sg_app_green
T178,NA,Patrick Rodgers,76,-0.529,-34.909,66,2017,sg_app_green
180,NA,Peter Malnati,91,-0.563,-41.099,73,2017,sg_app_green
T181,NA,Rick Lamb,54,-0.578,-21.973,38,2017,sg_app_green
T181,NA,Nicholas Lindheim,58,-0.578,-25.427,44,2017,sg_app_green
183,NA,Cody Gribble,79,-0.586,-41.004,70,2017,sg_app_green
184,NA,Si Woo Kim,80,-0.6,-33.618,56,2017,sg_app_green
185,NA,Jonas Blixt,74,-0.614,-36.231,59,2017,sg_app_green
186,NA,Brian Campbell,55,-0.75,-30.749,41,2017,sg_app_green
187,NA,Hunter Mahan,73,-0.886,-52.275,59,2017,sg_app_green
188,NA,Steve Wheatcroft,51,-0.953,-38.138,40,2017,sg_app_green
189,NA,Miguel Angel Carballo,63,-1.035,-44.521,43,2017,sg_app_green
190,NA,Steven Bowditch,59,-1.26,-56.713,45,2017,sg_app_green
1,1,Henrik Stenson,60,0.96,42.239,44,2018,sg_app_green
2,2,Keegan Bradley,98,0.888,71.055,80,2018,sg_app_green
3,3,Tiger Woods,68,0.883,52.11,59,2018,sg_app_green
4,4,Justin Thomas,91,0.844,57.412,68,2018,sg_app_green
5,5,Dustin Johnson,77,0.829,51.411,62,2018,sg_app_green
6,6,Hideki Matsuyama,75,0.727,41.421,57,2018,sg_app_green
7,7,Stewart Cink,87,0.698,46.796,67,2018,sg_app_green
8,8,Adam Scott,78,0.639,38.323,60,2018,sg_app_green
9,9,Chesson Hadley,103,0.606,53.932,89,2018,sg_app_green
10,10,Francesco Molinari,73,0.593,33.825,57,2018,sg_app_green
11,11,Paul Casey,74,0.586,28.728,49,2018,sg_app_green
12,12,Bryson DeChambeau,93,0.556,43.374,78,2018,sg_app_green
13,13,Phil Mickelson,90,0.555,38.816,70,2018,sg_app_green
14,14,Scott Piercy,84,0.553,37.586,68,2018,sg_app_green
15,15,Daniel Berger,81,0.543,33.635,62,2018,sg_app_green
16,16,Ryan Moore,78,0.532,35.095,66,2018,sg_app_green
17,17,Justin Rose,70,0.526,27.86,53,2018,sg_app_green
18,18,Chris Kirk,108,0.518,49.694,96,2018,sg_app_green
19,19,Patrick Cantlay,87,0.509,34.121,67,2018,sg_app_green
20,20,Tony Finau,105,0.5,40.54,81,2018,sg_app_green
21,21,Rickie Fowler,74,0.494,30.13,61,2018,sg_app_green
22,22,Rafa Cabrera Bello,75,0.487,23.38,48,2018,sg_app_green
23,23,Webb Simpson,95,0.486,39.357,81,2018,sg_app_green
24,24,Gary Woodland,96,0.484,33.881,70,2018,sg_app_green
25,25,Tyler Duncan,97,0.476,38.545,81,2018,sg_app_green
26,26,Russell Henley,77,0.467,27.062,58,2018,sg_app_green
27,27,Zach Johnson,94,0.463,33.315,72,2018,sg_app_green
28,28,Byeong Hun An,86,0.448,32.713,73,2018,sg_app_green
29,29,Chez Reavie,93,0.437,26.241,60,2018,sg_app_green
30,30,Ian Poulter,73,0.435,21.769,50,2018,sg_app_green
31,31,Kevin Streelman,94,0.415,34.035,82,2018,sg_app_green
32,32,J.J. Spaun,85,0.41,29.138,71,2018,sg_app_green
33,33,Jordan Spieth,81,0.409,26.983,66,2018,sg_app_green
34,34,Tommy Fleetwood,73,0.405,21.886,54,2018,sg_app_green
35,35,Sam Ryder,82,0.399,27.956,70,2018,sg_app_green
36,36,Retief Goosen,60,0.389,15.573,40,2018,sg_app_green
T37,T37,Joel Dahmen,93,0.381,27.083,71,2018,sg_app_green
T37,T37,Patton Kizzire,92,0.381,29.741,78,2018,sg_app_green
39,39,Andrew Putnam,97,0.38,29.24,77,2018,sg_app_green
40,40,David Hearn,66,0.379,18.931,50,2018,sg_app_green
41,41,Scott Stallings,96,0.373,29.854,80,2018,sg_app_green
42,42,Bronson Burgoon,69,0.371,21.161,57,2018,sg_app_green
43,43,Mackenzie Hughes,80,0.353,24.002,68,2018,sg_app_green
44,44,Billy Horschel,86,0.352,27.078,77,2018,sg_app_green
45,45,Cameron Tringale,67,0.348,17.731,51,2018,sg_app_green
46,46,Emiliano Grillo,94,0.345,25.178,73,2018,sg_app_green
47,47,J.J. Henry,81,0.34,21.444,63,2018,sg_app_green
48,48,Robert Garrigus,80,0.331,22.499,68,2018,sg_app_green
49,49,Vaughn Taylor,83,0.305,21.361,70,2018,sg_app_green
50,50,Jimmy Walker,81,0.304,20.095,66,2018,sg_app_green
51,51,Kyle Stanley,93,0.298,19.936,67,2018,sg_app_green
52,52,Tom Hoge,101,0.297,24.617,83,2018,sg_app_green
53,53,Kevin Chappell,77,0.296,18.377,62,2018,sg_app_green
54,54,Corey Conners,97,0.275,21.734,79,2018,sg_app_green
55,55,Kevin Na,91,0.273,19.118,70,2018,sg_app_green
56,56,Rory McIlroy,64,0.269,13.698,51,2018,sg_app_green
57,57,C.T. Pan,104,0.267,21.896,82,2018,sg_app_green
58,58,Russell Knox,94,0.263,19.462,74,2018,sg_app_green
59,59,Jason Kokrak,99,0.257,22.629,88,2018,sg_app_green
60,60,Shane Lowry,64,0.245,12.488,51,2018,sg_app_green
61,61,Brendan Steele,74,0.243,13.102,54,2018,sg_app_green
62,62,John Huh,94,0.24,19.684,82,2018,sg_app_green
63,63,Ryan Palmer,69,0.236,14.144,60,2018,sg_app_green
64,64,Xander Schauffele,96,0.235,16.937,72,2018,sg_app_green
65,65,Brooks Koepka,64,0.232,12.527,54,2018,sg_app_green
66,66,Wesley Bryan,69,0.222,11.304,51,2018,sg_app_green
67,67,Shawn Stefani,76,0.22,13.226,60,2018,sg_app_green
T68,T68,Charley Hoffman,87,0.216,14.694,68,2018,sg_app_green
T68,T68,Matt Kuchar,88,0.216,14.072,65,2018,sg_app_green
70,70,Ryan Armour,109,0.213,20.406,96,2018,sg_app_green
71,71,Marc Leishman,93,0.211,15.435,73,2018,sg_app_green
72,72,Tyrrell Hatton,58,0.202,8.503,42,2018,sg_app_green
73,73,Luke List,98,0.194,15.147,78,2018,sg_app_green
74,74,Patrick Reed,94,0.187,11.758,63,2018,sg_app_green
75,75,Jim Furyk,50,0.179,8.246,46,2018,sg_app_green
76,76,Branden Grace,67,0.174,7.674,44,2018,sg_app_green
77,77,Adam Hadwin,92,0.166,10.929,66,2018,sg_app_green
78,78,Charles Howell III,104,0.163,12.698,78,2018,sg_app_green
79,79,J.B. Holmes,77,0.159,10.836,68,2018,sg_app_green
80,80,Nick Watney,94,0.141,11.281,80,2018,sg_app_green
81,81,Ben Martin,64,0.119,6.763,57,2018,sg_app_green
82,82,Aaron Baddeley,84,0.117,8.158,70,2018,sg_app_green
83,83,Alex Noren,67,0.107,5.261,49,2018,sg_app_green
84,84,Brian Stuard,103,0.099,8.748,88,2018,sg_app_green
85,85,Robert Streb,78,0.096,5.737,60,2018,sg_app_green
86,86,William McGirt,84,0.091,6.796,75,2018,sg_app_green
87,87,Ollie Schniederjans,91,0.09,6.894,77,2018,sg_app_green
88,88,Troy Merritt,89,0.086,6.258,73,2018,sg_app_green
89,89,James Hahn,85,0.081,5.56,69,2018,sg_app_green
T90,T90,Brett Stegmaier,67,0.078,3.677,47,2018,sg_app_green
T90,T90,Johnson Wagner,75,0.078,4.303,55,2018,sg_app_green
92,92,Talor Gooch,78,0.075,4.657,62,2018,sg_app_green
93,93,Abraham Ancer,98,0.074,6.118,83,2018,sg_app_green
94,94,Zac Blair,64,0.072,3.294,46,2018,sg_app_green
95,95,Ricky Barnes,65,0.059,2.671,45,2018,sg_app_green
96,96,Jon Rahm,71,0.047,2.378,51,2018,sg_app_green
97,97,Graeme McDowell,67,0.046,2.133,46,2018,sg_app_green
98,98,Jonathan Byrd,70,0.043,2.087,48,2018,sg_app_green
99,99,Cameron Percy,56,0.039,1.606,41,2018,sg_app_green
T100,T100,Brian Gay,103,0.036,3.338,92,2018,sg_app_green
T100,T100,Nate Lashley,51,0.036,1.276,35,2018,sg_app_green
T100,T100,Kyle Thompson,50,0.036,1.303,36,2018,sg_app_green
103,103,Cameron Smith,85,0.034,2.061,61,2018,sg_app_green
104,104,Kevin Tway,110,0.032,2.855,90,2018,sg_app_green
105,105,Whee Kim,93,0.03,2.212,73,2018,sg_app_green
106,106,Rob Oppenheim,74,0.026,1.378,54,2018,sg_app_green
107,107,Martin Laird,73,0.024,1.486,61,2018,sg_app_green
108,108,Kelly Kraft,94,0.017,1.26,74,2018,sg_app_green
109,109,Aaron Wise,90,0.012,0.98,80,2018,sg_app_green
110,110,Nick Taylor,94,0.011,0.817,74,2018,sg_app_green
111,111,Bubba Watson,90,0.005,0.342,68,2018,sg_app_green
112,112,Brandon Harkins,101,-0.006,-0.517,85,2018,sg_app_green
T113,T113,Conrad Shindler,60,-0.008,-0.368,44,2018,sg_app_green
T113,T113,Tyrone Van Aswegen,101,-0.008,-0.652,83,2018,sg_app_green
115,115,Jason Dufner,71,-0.009,-0.478,52,2018,sg_app_green
116,116,Chad Campbell,87,-0.01,-0.692,67,2018,sg_app_green
117,117,Fabián Gómez,88,-0.015,-1.079,71,2018,sg_app_green
T118,T118,Matt Every,79,-0.024,-1.433,61,2018,sg_app_green
T118,T118,Brian Harman,94,-0.024,-1.734,72,2018,sg_app_green
120,120,Brandt Snedeker,84,-0.026,-1.905,74,2018,sg_app_green
121,121,Bud Cauley,55,-0.032,-1.315,41,2018,sg_app_green
122,122,Ben Crane,65,-0.038,-1.764,46,2018,sg_app_green
T123,T123,Jamie Lovemark,92,-0.04,-3.151,78,2018,sg_app_green
T123,T123,Peter Uihlein,83,-0.04,-2.611,65,2018,sg_app_green
T125,T125,Lucas Glover,65,-0.043,-1.993,46,2018,sg_app_green
T125,T125,Lanto Griffin,80,-0.043,-2.57,60,2018,sg_app_green
127,127,Austin Cook,107,-0.045,-4.159,92,2018,sg_app_green
128,128,Blayne Barber,69,-0.047,-2.801,60,2018,sg_app_green
129,129,Bill Haas,76,-0.052,-3.429,66,2018,sg_app_green
130,130,Chris Stroud,81,-0.056,-3.241,58,2018,sg_app_green
131,131,Steve Wheatcroft,60,-0.065,-2.975,46,2018,sg_app_green
132,132,Sean O'Hair,67,-0.073,-4.179,57,2018,sg_app_green
133,133,Ryan Blaum,81,-0.074,-5.32,72,2018,sg_app_green
134,134,Harold Varner III,91,-0.076,-5.628,74,2018,sg_app_green
T135,T135,Sam Saunders,80,-0.081,-5.406,67,2018,sg_app_green
T135,T135,Jhonattan Vegas,92,-0.081,-5.157,64,2018,sg_app_green
T137,T137,Martin Flores,92,-0.083,-5.99,72,2018,sg_app_green
T137,T137,Andrew Landry,82,-0.083,-6.065,73,2018,sg_app_green
139,139,Sung Kang,89,-0.094,-6.278,67,2018,sg_app_green
140,140,Keith Mitchell,99,-0.128,-10.604,83,2018,sg_app_green
141,141,Pat Perez,82,-0.138,-7.013,51,2018,sg_app_green
142,142,Jason Day,75,-0.14,-6.88,49,2018,sg_app_green
143,143,Brice Garnett,99,-0.144,-11.63,81,2018,sg_app_green
144,144,Hunter Mahan,67,-0.149,-7.618,51,2018,sg_app_green
145,145,Rory Sabbatini,91,-0.152,-11.37,75,2018,sg_app_green
146,146,Danny Lee,88,-0.155,-10.832,70,2018,sg_app_green
147,147,David Lingmerth,82,-0.16,-11.056,69,2018,sg_app_green
148,148,Stephan Jaeger,81,-0.166,-10.462,63,2018,sg_app_green
149,149,Charl Schwartzel,65,-0.168,-7.065,42,2018,sg_app_green
T150,T150,Alex Cejka,77,-0.169,-10.133,60,2018,sg_app_green
T150,T150,Richy Werenski,98,-0.169,-12.492,74,2018,sg_app_green
152,152,Billy Hurley III,70,-0.17,-9.702,57,2018,sg_app_green
T153,T153,Si Woo Kim,108,-0.2,-15.614,78,2018,sg_app_green
T153,T153,"Ted Potter, Jr.",87,-0.2,-15.397,77,2018,sg_app_green
155,155,Michael Kim,74,-0.213,-11.478,54,2018,sg_app_green
156,156,Hudson Swafford,73,-0.237,-12.304,52,2018,sg_app_green
157,157,Tom Lovelady,87,-0.24,-16.551,69,2018,sg_app_green
158,158,Kiradech Aphibarnrat,51,-0.247,-8.414,34,2018,sg_app_green
159,159,Dominic Bozzelli,65,-0.252,-15.367,61,2018,sg_app_green
160,160,Xinjun Zhang,81,-0.254,-14.481,57,2018,sg_app_green
161,161,Peter Malnati,87,-0.257,-19.307,75,2018,sg_app_green
162,162,Louis Oosthuizen,62,-0.261,-12.016,46,2018,sg_app_green
163,163,Adam Schenk,86,-0.262,-17.28,66,2018,sg_app_green
164,164,Zecheng Dou,53,-0.265,-9.543,36,2018,sg_app_green
165,165,Scott Brown,102,-0.27,-21.856,81,2018,sg_app_green
166,166,Satoshi Kodaira,51,-0.284,-11.355,40,2018,sg_app_green
167,167,Anirban Lahiri,82,-0.285,-19.078,67,2018,sg_app_green
168,168,Harris English,84,-0.297,-20.203,68,2018,sg_app_green
169,169,Kevin Kisner,89,-0.316,-20.524,65,2018,sg_app_green
170,170,Patrick Rodgers,97,-0.323,-23.589,73,2018,sg_app_green
T171,T171,Denny McCarthy,71,-0.347,-17,49,2018,sg_app_green
T171,T171,Grayson Murray,72,-0.347,-20.449,59,2018,sg_app_green
173,173,Derek Fathauer,84,-0.365,-24.809,68,2018,sg_app_green
174,174,Nicholas Lindheim,77,-0.368,-21.726,59,2018,sg_app_green
175,175,J.T. Poston,73,-0.373,-21.251,57,2018,sg_app_green
176,176,Ben Silverman,90,-0.385,-29.25,76,2018,sg_app_green
177,177,Matt Jones,70,-0.386,-18.132,47,2018,sg_app_green
178,178,Seamus Power,86,-0.392,-25.849,66,2018,sg_app_green
179,179,Beau Hossler,104,-0.395,-35.519,90,2018,sg_app_green
180,180,Rod Pampling,62,-0.415,-18.675,45,2018,sg_app_green
181,181,Michael Thompson,62,-0.423,-23.682,56,2018,sg_app_green
182,182,Ethan Tracy,72,-0.424,-22.874,54,2018,sg_app_green
183,183,Trey Mullinax,75,-0.442,-26.106,59,2018,sg_app_green
184,184,Andrew Yun,51,-0.447,-15.194,34,2018,sg_app_green
185,185,Jonathan Randolph,71,-0.538,-32.308,60,2018,sg_app_green
186,186,D.A. Points,63,-0.541,-25.97,48,2018,sg_app_green
187,187,Jonas Blixt,67,-0.563,-27.03,48,2018,sg_app_green
188,188,Roberto Díaz,72,-0.6,-33.574,56,2018,sg_app_green
189,189,Cody Gribble,71,-0.696,-37.606,54,2018,sg_app_green
190,190,Martin Piller,79,-0.811,-54.362,67,2018,sg_app_green
191,191,Matt Atkins,56,-1.039,-41.549,40,2018,sg_app_green
192,192,Greg Chalmers,56,-1.192,-48.881,41,2018,sg_app_green
193,193,Daniel Summerhays,51,-1.586,-60.268,38,2018,sg_app_green
1,2,Henrik Stenson,38,1.296,33.7,26,2019,sg_app_green
2,1,Talor Gooch,27,1.201,25.215,21,2019,sg_app_green
3,3,Sergio Garcia,37,1.11,28.866,26,2019,sg_app_green
4,4,Keegan Bradley,59,1.103,43.006,39,2019,sg_app_green
5,5,Justin Thomas,43,1.022,28.616,28,2019,sg_app_green
6,9,Matt Kuchar,59,0.953,40.029,42,2019,sg_app_green
7,10,Jason Kokrak,64,0.905,44.353,49,2019,sg_app_green
T8,7,Hideki Matsuyama,55,0.897,34.965,39,2019,sg_app_green
T8,6,Rory McIlroy,44,0.897,27.814,31,2019,sg_app_green
10,8,Corey Conners,52,0.866,28.583,33,2019,sg_app_green
11,12,Emiliano Grillo,57,0.823,27.173,33,2019,sg_app_green
12,30,Brooks Koepka,45,0.791,20.569,26,2019,sg_app_green
13,11,Jim Furyk,41,0.744,21.579,29,2019,sg_app_green
14,13,Justin Rose,34,0.711,14.92,21,2019,sg_app_green
15,29,Patrick Cantlay,45,0.682,19.778,29,2019,sg_app_green
16,15,Marc Leishman,48,0.679,21.062,31,2019,sg_app_green
17,14,Tiger Woods,27,0.678,11.526,17,2019,sg_app_green
18,19,Dustin Johnson,43,0.668,20.046,30,2019,sg_app_green
19,16,Webb Simpson,49,0.64,26.251,41,2019,sg_app_green
20,17,Nate Lashley,38,0.614,15.356,25,2019,sg_app_green
21,22,Russell Knox,57,0.609,24.955,41,2019,sg_app_green
22,20,Davis Love III,29,0.603,10.854,18,2019,sg_app_green
23,26,Paul Casey,50,0.574,17.223,30,2019,sg_app_green
24,18,Xander Schauffele,49,0.562,16.283,29,2019,sg_app_green
25,21,Zach Johnson,44,0.56,19.61,35,2019,sg_app_green
26,27,Chez Reavie,65,0.558,21.218,38,2019,sg_app_green
27,43,Gary Woodland,59,0.541,21.114,39,2019,sg_app_green
28,25,Lucas Glover,58,0.533,26.113,49,2019,sg_app_green
29,24,Ryan Moore,50,0.531,20.704,39,2019,sg_app_green
30,33,Byeong Hun An,46,0.505,15.659,31,2019,sg_app_green
T31,31,Joaquin Niemann,56,0.47,18.816,40,2019,sg_app_green
T31,34,Scott Stallings,55,0.47,19.288,41,2019,sg_app_green
33,23,Chesson Hadley,52,0.458,16.499,36,2019,sg_app_green
34,35,Trey Mullinax,61,0.448,21.063,47,2019,sg_app_green
35,32,Ryan Palmer,48,0.433,13.427,31,2019,sg_app_green
36,28,Danny Willett,39,0.43,12.895,30,2019,sg_app_green
37,36,Adam Schenk,70,0.426,21.315,50,2019,sg_app_green
38,38,Roberto Castro,48,0.398,13.527,34,2019,sg_app_green
39,39,Sepp Straka,44,0.394,11.037,28,2019,sg_app_green
40,37,Tommy Fleetwood,43,0.382,9.938,26,2019,sg_app_green
41,52,Charley Hoffman,52,0.373,10.822,29,2019,sg_app_green
42,T57,Matthew Fitzpatrick,34,0.372,7.809,21,2019,sg_app_green
43,44,Cameron Smith,53,0.369,11.448,31,2019,sg_app_green
44,51,Tony Finau,55,0.361,12.619,35,2019,sg_app_green
45,45,Brian Stuard,68,0.36,16.906,47,2019,sg_app_green
46,55,Keith Mitchell,60,0.356,13.155,37,2019,sg_app_green
47,T49,Rickie Fowler,48,0.34,13.261,39,2019,sg_app_green
T48,53,Tom Hoge,64,0.315,13.234,42,2019,sg_app_green
T48,69,Danny Lee,56,0.315,14.154,45,2019,sg_app_green
50,T62,Jon Rahm,49,0.293,9.095,31,2019,sg_app_green
51,56,Anders Albertson,46,0.291,9.316,32,2019,sg_app_green
52,59,Sung Kang,65,0.282,14.405,51,2019,sg_app_green
53,60,Josh Teater,39,0.27,6.199,23,2019,sg_app_green
54,48,Luke List,50,0.267,10.963,41,2019,sg_app_green
T55,T57,Sungjae Im,78,0.265,15.368,58,2019,sg_app_green
T55,61,Adam Svensson,49,0.265,9.287,35,2019,sg_app_green
57,T62,Cameron Davis,52,0.263,9.22,35,2019,sg_app_green
58,T49,Scott Piercy,64,0.258,11.346,44,2019,sg_app_green
59,77,Joel Dahmen,72,0.256,12.806,50,2019,sg_app_green
60,47,Troy Merritt,38,0.254,7.351,29,2019,sg_app_green
61,64,Kevin Streelman,55,0.253,11.367,45,2019,sg_app_green
T62,41,Adam Scott,37,0.248,4.953,20,2019,sg_app_green
T62,T66,Cameron Tringale,48,0.248,7.439,30,2019,sg_app_green
64,42,Rafa Cabrera Bello,53,0.246,7.865,32,2019,sg_app_green
65,72,Max Homa,53,0.235,9.408,40,2019,sg_app_green
66,68,Sam Ryder,48,0.234,8.419,36,2019,sg_app_green
67,129,Francesco Molinari,37,0.231,5.088,22,2019,sg_app_green
68,70,Shawn Stefani,53,0.224,7.852,35,2019,sg_app_green
69,65,Bryson DeChambeau,39,0.221,7.082,32,2019,sg_app_green
70,40,Kevin Kisner,59,0.219,8.106,37,2019,sg_app_green
71,T66,Dylan Frittelli,51,0.216,8.658,40,2019,sg_app_green
72,54,Pat Perez,47,0.201,4.83,24,2019,sg_app_green
73,74,Jim Knous,51,0.196,6.483,33,2019,sg_app_green
74,999,Thorbjørn Olesen,27,0.192,3.075,16,2019,sg_app_green
75,75,Chris Kirk,47,0.19,6.663,35,2019,sg_app_green
76,76,J.B. Holmes,50,0.176,4.213,24,2019,sg_app_green
77,78,Hank Lebioda,51,0.156,5.473,35,2019,sg_app_green
78,89,Bubba Watson,43,0.153,4.893,32,2019,sg_app_green
T79,91,Si Woo Kim,59,0.144,4.754,33,2019,sg_app_green
T79,92,Kevin Na,50,0.144,4.178,29,2019,sg_app_green
81,79,Russell Henley,54,0.14,5.74,41,2019,sg_app_green
82,97,Charles Howell III,62,0.138,5.669,41,2019,sg_app_green
83,80,Hudson Swafford,55,0.136,5.841,43,2019,sg_app_green
84,81,Martin Kaymer,30,0.128,3.333,26,2019,sg_app_green
85,86,Kyoung-Hoon Lee,64,0.122,4.646,38,2019,sg_app_green
T86,T87,Bud Cauley,53,0.117,5.261,45,2019,sg_app_green
T86,T87,Johnson Wagner,43,0.117,3.506,30,2019,sg_app_green
T88,T93,Adam Long,46,0.109,4.125,38,2019,sg_app_green
T88,90,Vaughn Taylor,61,0.109,5.426,50,2019,sg_app_green
90,83,J.T. Poston,70,0.107,6.186,58,2019,sg_app_green
T91,T93,Andrew Putnam,49,0.104,2.922,28,2019,sg_app_green
T91,82,Kevin Tway,54,0.104,3.844,37,2019,sg_app_green
93,T84,Kelly Kraft,59,0.1,3.9,39,2019,sg_app_green
94,96,Peter Malnati,52,0.089,3.659,41,2019,sg_app_green
95,95,J.J. Spaun,62,0.084,3.343,40,2019,sg_app_green
96,46,Phil Mickelson,39,0.08,2.232,28,2019,sg_app_green
97,115,Brandt Snedeker,60,0.074,2.955,40,2019,sg_app_green
98,112,Jimmy Walker,53,0.072,2.752,38,2019,sg_app_green
T99,T98,Andrew Landry,52,0.069,2.678,39,2019,sg_app_green
T99,T84,Jhonattan Vegas,54,0.069,2.826,41,2019,sg_app_green
101,106,Matt Wallace,31,0.067,1.473,22,2019,sg_app_green
102,121,Branden Grace,56,0.065,1.878,29,2019,sg_app_green
T103,103,Jason Dufner,48,0.05,1.556,31,2019,sg_app_green
T103,100,Alex Prugh,52,0.05,1.703,34,2019,sg_app_green
T105,130,Daniel Berger,40,0.045,1.488,33,2019,sg_app_green
T105,T98,Ian Poulter,45,0.045,1.166,26,2019,sg_app_green
107,101,John Senden,39,0.04,0.965,24,2019,sg_app_green
108,73,Michael Thompson,50,0.039,1.72,44,2019,sg_app_green
109,145,Jason Day,43,0.036,0.835,23,2019,sg_app_green
110,107,Rory Sabbatini,63,0.011,0.517,46,2019,sg_app_green
111,108,Nick Watney,57,0.01,0.388,39,2019,sg_app_green
T112,T113,Billy Horschel,65,0.009,0.336,37,2019,sg_app_green
T112,T109,Carlos Ortiz,54,0.009,0.385,42,2019,sg_app_green
T112,T109,Roger Sloan,54,0.009,0.349,40,2019,sg_app_green
115,111,Matt Every,30,0.003,0.051,17,2019,sg_app_green
116,T113,D.J. Trahan,29,0.001,0.021,15,2019,sg_app_green
117,T104,Patton Kizzire,54,-0.004,-0.135,33,2019,sg_app_green
T118,116,Abraham Ancer,61,-0.005,-0.204,41,2019,sg_app_green
T118,T104,Kyle Stanley,51,-0.005,-0.132,29,2019,sg_app_green
120,117,Sam Saunders,51,-0.008,-0.367,44,2019,sg_app_green
121,119,Graeme McDowell,53,-0.016,-0.504,32,2019,sg_app_green
122,120,Charl Schwartzel,34,-0.025,-0.381,15,2019,sg_app_green
123,122,Jordan Spieth,49,-0.029,-1.059,37,2019,sg_app_green
124,102,Harold Varner III,56,-0.031,-1.433,46,2019,sg_app_green
T125,123,Whee Kim,51,-0.037,-0.913,25,2019,sg_app_green
T125,148,Haotong Li,28,-0.037,-0.586,16,2019,sg_app_green
127,125,Aaron Baddeley,43,-0.041,-1.23,30,2019,sg_app_green
128,126,John Huh,35,-0.043,-1.161,27,2019,sg_app_green
129,127,Patrick Rodgers,44,-0.045,-1.725,38,2019,sg_app_green
130,128,Brandon Harkins,65,-0.051,-2.405,47,2019,sg_app_green
T131,T131,Matt Jones,61,-0.06,-2.346,39,2019,sg_app_green
T131,T131,Sebastián Muñoz,54,-0.06,-2.152,36,2019,sg_app_green
133,156,Lucas Bjerregaard,35,-0.063,-1.267,20,2019,sg_app_green
134,133,Alex Cejka,39,-0.067,-1.672,25,2019,sg_app_green
T135,118,Bronson Burgoon,33,-0.076,-1.895,25,2019,sg_app_green
T135,T134,James Hahn,34,-0.076,-1.288,17,2019,sg_app_green
T137,T136,Jonas Blixt,58,-0.087,-3.845,44,2019,sg_app_green
T137,T136,Julián Etulain,53,-0.087,-3.057,35,2019,sg_app_green
139,138,Chris Stroud,48,-0.094,-3.18,34,2019,sg_app_green
140,139,Martin Laird,52,-0.095,-3.89,41,2019,sg_app_green
141,143,Ryan Armour,58,-0.107,-4.406,41,2019,sg_app_green
142,141,Jonathan Byrd,39,-0.11,-2.645,24,2019,sg_app_green
143,146,Aaron Wise,48,-0.114,-3.885,34,2019,sg_app_green
T144,142,Austin Cook,40,-0.121,-3.015,25,2019,sg_app_green
T144,168,Adam Hadwin,58,-0.121,-4.582,38,2019,sg_app_green
146,140,C.T. Pan,60,-0.131,-4.967,38,2019,sg_app_green
147,144,Brendan Steele,44,-0.133,-4.127,31,2019,sg_app_green
T148,124,Patrick Reed,53,-0.155,-5.744,37,2019,sg_app_green
T148,147,Nick Taylor,64,-0.155,-8.222,53,2019,sg_app_green
150,T164,Louis Oosthuizen,39,-0.167,-3.332,20,2019,sg_app_green
151,149,"Ted Potter, Jr.",48,-0.173,-6.07,35,2019,sg_app_green
152,150,Mackenzie Hughes,50,-0.174,-6.281,36,2019,sg_app_green
153,151,Jim Herman,35,-0.179,-4.474,25,2019,sg_app_green
154,T169,Tyrrell Hatton,38,-0.184,-4.038,22,2019,sg_app_green
155,152,Robert Streb,54,-0.187,-7.113,38,2019,sg_app_green
156,153,Ernie Els,42,-0.199,-4.968,25,2019,sg_app_green
157,155,Tyler Duncan,62,-0.208,-8.735,42,2019,sg_app_green
158,T157,Bill Haas,50,-0.217,-8.251,38,2019,sg_app_green
159,159,Kramer Hickok,55,-0.22,-8.134,37,2019,sg_app_green
160,160,Ryan Blaum,65,-0.222,-11.324,51,2019,sg_app_green
161,161,Ben Silverman,46,-0.224,-7.617,34,2019,sg_app_green
T162,T157,Cameron Champ,52,-0.226,-9.504,42,2019,sg_app_green
T162,154,Michael Kim,47,-0.226,-7.009,31,2019,sg_app_green
164,162,David Hearn,39,-0.239,-5.254,22,2019,sg_app_green
165,163,Freddie Jacobson,37,-0.242,-5.809,24,2019,sg_app_green
166,T164,Brady Schnell,36,-0.244,-5.865,24,2019,sg_app_green
167,T169,Sam Burns,61,-0.275,-13.492,49,2019,sg_app_green
168,171,Chris Thompson,30,-0.281,-5.049,18,2019,sg_app_green
169,999,Shane Lowry,26,-0.291,-4.95,17,2019,sg_app_green
170,173,Scott Brown,56,-0.292,-11.091,38,2019,sg_app_green
171,T174,Chase Wright,51,-0.293,-10.852,37,2019,sg_app_green
T172,176,Roberto Díaz,49,-0.299,-9.268,31,2019,sg_app_green
T172,172,Satoshi Kodaira,51,-0.299,-10.471,35,2019,sg_app_green
174,177,Harris English,68,-0.3,-16.18,54,2019,sg_app_green
175,178,Stewart Cink,33,-0.303,-6.355,21,2019,sg_app_green
